Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
SLC14A2	"HUT2, UT2"	ENSG00000132874	"Solute carrier family 14 member 2"	Q15849	18	45212995-45683688	"Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters"	Transport			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"adipose tissue: 1.4;kidney: 3.0"	"Group enriched"	"Detected in some"	6	"Collecting duct cells: 75.8;Oocytes: 61.0"	"Cancer enhanced"	"Detected in some"		"thyroid cancer: 1.1"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"eosinophil: 1.5"	"Lineage enriched"	"Detected in single"	4	"granulocytes: 1.5"	"Cancer enhanced"	"Detected in some"		"Uterine cancer: 3.6"		"Region enhanced"	"Detected in many"		"basal ganglia: 16.9"	"Low region specificity"	"Detected in many"										NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 9: Non-specific - Receptor signaling"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 44: Oocytes - Unknown function"	9				"unprognostic (2.33e-1)"	"unprognostic (1.42e-1)"	"unprognostic (1.85e-2)"	"unprognostic (2.54e-2)"	"unprognostic (7.80e-2)"	"unprognostic (1.11e-2)"	"unprognostic (7.89e-3)"	"unprognostic (3.76e-3)"	"unprognostic (1.85e-1)"	"unprognostic (1.31e-1)"	"unprognostic (1.27e-3)"	"unprognostic (8.96e-2)"	"unprognostic (3.50e-3)"	"unprognostic (1.20e-1)"	"unprognostic (7.64e-2)"	"unprognostic (7.52e-2)"	"unprognostic (6.62e-2)"
SLC16A12	MCT12	ENSG00000152779	"Solute carrier family 16 member 12"	Q6ZSM3	10	89430299-89556641	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"			"Cataract, Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"choroid plexus: 57.8;epididymis: 50.4;kidney: 82.1"	"Cell type enhanced"	"Detected in many"		"Basal prostatic cells: 72.1;Collecting duct cells: 21.4;Distal tubular cells: 24.6;Leydig cells: 27.7;Peritubular cells: 27.5;Proximal tubular cells: 78.4"	"Cancer enriched"	"Detected in many"	10	"renal cancer: 18.0"	"Region enriched"	"Detected in all"	29	"choroid plexus: 194.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Kidney cancer: 9.0;liver cancer: 5.5"	"Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA				"Cluster 60: Choroid plexus - Transmembrane transport"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 38: Proximal tubular cells - Transmembrane transport"	3				"unprognostic (5.38e-2)"	"unprognostic (1.29e-1)"	"unprognostic (2.79e-2)"	"unprognostic (2.28e-2)"	"unprognostic (3.51e-1)"	"unprognostic (5.35e-2)"	"unprognostic (2.45e-1)"	"unprognostic (1.32e-1)"	"unprognostic (1.78e-2)"	"unprognostic (2.42e-1)"	"unprognostic (9.60e-2)"	"unprognostic (2.31e-1)"	"prognostic favorable (4.50e-12)"	"unprognostic (3.84e-2)"	"unprognostic (7.91e-2)"	"unprognostic (8.29e-2)"	"unprognostic (1.84e-3)"
SLC16A5	"MCT5, MCT6"	ENSG00000170190	"Solute carrier family 16 member 5"	O15375	17	75087727-75106162	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Symport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 90.1"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 45.2;Collecting duct cells: 83.6;Late spermatids: 40.8;Paneth cells: 33.6;Proximal enterocytes: 43.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	5	"classical monocyte: 13.2;neutrophil: 35.1"	"Group enriched"	"Detected in all"	6	"granulocytes: 35.1;monocytes: 13.2"	"Low cancer specificity"	"Detected in many"			"Liver - Vascular Endothelial cells, Lung - Alveolar cells type 2, Stomach - Gastric mucous cells, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"										NA	NA			"Cluster 35: Neutrophils - Protein binding"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 42: Choroid plexus - Mitochondria"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 5: Enterocytes - Absorption"	2				"unprognostic (1.86e-2)"	"unprognostic (1.18e-1)"	"unprognostic (1.98e-1)"	"unprognostic (2.51e-2)"	"unprognostic (2.90e-2)"	"unprognostic (2.72e-1)"	"unprognostic (6.30e-2)"	"unprognostic (2.55e-1)"	"unprognostic (1.61e-1)"	"unprognostic (5.26e-2)"	"unprognostic (8.43e-3)"	"unprognostic (8.07e-2)"	"unprognostic (9.63e-2)"	"unprognostic (3.53e-3)"	"unprognostic (5.44e-2)"	"unprognostic (1.07e-2)"	"unprognostic (1.80e-1)"
SLC16A9	"C10orf36, FLJ43803, MCT9"	ENSG00000165449	"Solute carrier family 16 member 9"	Q7RTY1	10	59650764-59736002	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Symport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adrenal gland: 146.8;kidney: 184.4"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 79.6;Distal enterocytes: 54.7;Ovarian stromal cells: 47.7;Proximal tubular cells: 176.2"	"Cancer enhanced"	"Detected in many"		"renal cancer: 21.7"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Testis - Leydig cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA049286	Approved		Approved	"Nucleoplasm,Cell Junctions"			NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 47: Leukemia - Hemostasis"	"Cluster 38: Proximal tubular cells - Transmembrane transport"	3	Nucleoplasm	"Cell Junctions"	"HPA049286: AB_2680699"	"unprognostic (3.39e-2)"	"unprognostic (6.91e-2)"	"unprognostic (1.30e-1)"	"unprognostic (1.27e-1)"	"unprognostic (1.60e-3)"	"unprognostic (1.76e-2)"	"unprognostic (5.96e-2)"	"unprognostic (3.50e-3)"	"unprognostic (5.01e-2)"	"unprognostic (2.11e-3)"	"unprognostic (5.99e-2)"	"unprognostic (4.60e-2)"	"prognostic favorable (2.56e-6)"	"unprognostic (7.57e-3)"	"unprognostic (1.27e-2)"	"unprognostic (3.72e-1)"	"unprognostic (1.94e-1)"
SLC1A1	"EAAC1, EAAT3, hEAAC1"	ENSG00000106688	"Solute carrier family 1 member 1"	P43005	9	4490468-4587469	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Amino-acid transport, Symport, Transport"		"Disease variant, Schizophrenia"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"epididymis: 43.9;intestine: 62.9;kidney: 49.2"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 65.3;Excitatory neurons: 46.8;Glandular and luminal cells: 120.6;Hepatocytes: 57.7;Inhibitory neurons: 47.9;Microglial cells: 64.4;Oligodendrocyte precursor cells: 151.4;Proximal enterocytes: 93.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Kidney - Proximal tubular cells, Liver - Hepatocytes, Lung - Alveolar cells type 1, Skeletal muscle - Endothelial cells, Stomach - Parietal cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA062356	Enhanced						NA	NA			"Cluster 9: T-regs - Cell cycle regulation"	"Cluster 55: Kidney & Intestine - Metabolism"	"Cluster 29: Forebrain - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 37: Glandular & Luminal cells - Unknown function"	8			"HPA062356: "	"unprognostic (1.28e-2)"	"unprognostic (2.37e-2)"	"unprognostic (6.83e-3)"	"unprognostic (3.07e-3)"	"unprognostic (2.04e-2)"	"unprognostic (1.51e-1)"	"unprognostic (1.07e-1)"	"unprognostic (4.28e-2)"	"unprognostic (1.58e-1)"	"unprognostic (2.71e-1)"	"unprognostic (1.35e-2)"	"unprognostic (1.25e-2)"	"prognostic favorable (2.86e-8)"	"unprognostic (2.68e-1)"	"unprognostic (9.49e-2)"	"unprognostic (7.78e-2)"	"unprognostic (2.64e-1)"
SLC25A48	FLJ44862	ENSG00000145832	"Solute carrier family 25 member 48"	Q6ZT89	5	135476913-135889770	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	Transport			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 13.2;kidney: 7.2;skeletal muscle: 6.5"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 29.4;Oocytes: 10.3;Proximal enterocytes: 13.3;Proximal tubular cells: 34.3"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"prostate cancer: 3.9;Rhabdoid: 3.6"		"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			HPA014674	Uncertain		Approved	"Intermediate filaments,Actin filaments"			NA	NA				"Cluster 33: Brain - Neuronal signaling"	"Cluster 13: Oligodendrocytes - Mixed function"	"Cluster 65: Non-specific - Unknown function"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	4	"Intermediate filaments"	"Actin filaments"	"HPA014674: AB_1859512"	"unprognostic (2.09e-1)"	"unprognostic (2.24e-1)"	"unprognostic (6.34e-2)"	"unprognostic (1.21e-1)"	"unprognostic (1.37e-2)"	"unprognostic (4.71e-2)"	"unprognostic (1.96e-2)"	"unprognostic (1.36e-1)"	"unprognostic (4.62e-2)"	"unprognostic (5.41e-2)"	"unprognostic (3.57e-2)"	"unprognostic (1.32e-1)"	"unprognostic (8.02e-7)"	"unprognostic (9.13e-2)"	"unprognostic (1.10e-1)"	"unprognostic (1.21e-1)"	"unprognostic (1.20e-1)"
SLC27A2	"ACSVL1, FACVL1, FATP2, hFACVL1, HsT17226, VLACS, VLCS"	ENSG00000140284	"Solute carrier family 27 member 2"	O14975	15	50182196-50236385	"Enzymes, Metabolic proteins, Predicted membrane proteins, Transporters"	"Fatty acid metabolism, Lipid metabolism, Lipid transport, Transport"	Ligase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 152.0;liver: 279.4"	"Cell type enhanced"	"Detected in many"		"Ciliated cells: 54.7;Cytotrophoblasts: 259.6;Hepatocytes: 171.6;Proximal enterocytes: 78.3;Proximal tubular cells: 96.0;Syncytiotrophoblasts: 53.8"	"Cancer enhanced"	"Detected in many"		"liver cancer: 49.2"	"Region enhanced"	"Detected in all"		"choroid plexus: 20.1"	"Immune cell enriched"	"Detected in some"	30	"basophil: 63.7"	"Lineage enriched"	"Detected in many"	30	"granulocytes: 63.7"	"Low cancer specificity"	"Detected in many"			"Adipose visceral - Adipocytes (Visceral), Colon - Colon enterocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Lung - Respiratory ciliated cells, Prostate - Prostate glandular cells, Skin - Sebaceous gland cells, Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA026089	Enhanced						NA	NA			"Cluster 41: Basophils - Unknown function"	"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 71: Lymphoma - Inflammatory response"	"Cluster 24: Cytotrophoblasts - Mitochondria"				"HPA026089: AB_1857060"	"unprognostic (3.03e-2)"	"unprognostic (1.13e-1)"	"unprognostic (1.51e-1)"	"unprognostic (2.10e-2)"	"unprognostic (3.06e-1)"	"unprognostic (1.10e-1)"	"unprognostic (4.06e-3)"	"unprognostic (3.33e-1)"	"unprognostic (1.89e-1)"	"unprognostic (6.38e-3)"	"unprognostic (4.83e-2)"	"unprognostic (1.82e-1)"	"prognostic favorable (7.48e-6)"	"unprognostic (5.01e-3)"	"unprognostic (4.08e-1)"	"unprognostic (1.22e-2)"	"prognostic favorable (6.40e-4)"
SLC2A9	"Glut9, GLUTX, URATv1"	ENSG00000109667	"Solute carrier family 2 member 9"	Q9NRM0	4	9771153-10054936	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"			"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 28.2;liver: 20.7"	"Cell type enhanced"	"Detected in many"		"Basal prostatic cells: 48.9;Basal respiratory cells: 24.9;Proximal tubular cells: 73.0"	"Cancer enhanced"	"Detected in many"		"renal cancer: 6.3"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"classical monocyte: 36.9;myeloid DC: 30.5"	"Group enriched"	"Detected in many"	30	"dendritic cells: 30.5;monocytes: 36.9"	"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 14.0;head and neck cancer: 11.5"	"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Kidney - Proximal tubular cells, Skin - Outer root sheath cells, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in all"			"HPA066229, HPA075669"	Enhanced						NA	NA			"Cluster 2: Dendritic cells - Unknown function"	"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 3: Basal prostatic cells - Lipid metabolism"				"HPA066229: AB_2685639, HPA075669: "	"unprognostic (3.21e-1)"	"unprognostic (8.99e-3)"	"unprognostic (1.25e-2)"	"unprognostic (2.01e-1)"	"unprognostic (2.14e-2)"	"unprognostic (2.56e-2)"	"unprognostic (8.94e-2)"	"unprognostic (6.94e-2)"	"unprognostic (2.86e-2)"	"unprognostic (1.28e-2)"	"unprognostic (3.16e-1)"	"unprognostic (2.23e-1)"	"prognostic favorable (1.32e-11)"	"unprognostic (1.01e-1)"	"unprognostic (3.88e-2)"	"unprognostic (3.17e-3)"	"unprognostic (1.20e-1)"
SLC3A1	"ATR1, CSNU1, D2H, NBAT, RBAT"	ENSG00000138079	"Solute carrier family 3 member 1"	Q07837	2	44275458-44321494	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Amino-acid transport, Transport"		"Cystinuria, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"intestine: 132.3;kidney: 624.8;pancreas: 210.6"	"Cell type enhanced"	"Detected in many"		"Cholangiocytes: 74.4;Glandular and luminal cells: 95.7;Oocytes: 164.7;Proximal enterocytes: 219.5;Proximal tubular cells: 221.2"	"Cancer enriched"	"Detected in many"	7	"renal cancer: 61.9"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gastric cancer: 15.1;Kidney cancer: 17.1"	"Colon - Colon enterocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"HPA038360, HPA071102"	Enhanced		Approved	"Nuclear bodies,Mitochondria"			NA	NA			"Cluster 20: Non-specific - DNA binding"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 22: Proximal enterocytes - Digestion"		Mitochondria	"Nuclear bodies"	"HPA038360: AB_2675975, HPA071102: AB_2732171"	"unprognostic (1.67e-2)"	"unprognostic (1.74e-1)"	"unprognostic (1.39e-1)"	"unprognostic (1.43e-2)"	"unprognostic (6.14e-2)"	"unprognostic (9.45e-2)"	"unprognostic (2.76e-2)"	"unprognostic (1.34e-1)"	"unprognostic (3.90e-1)"	"unprognostic (8.73e-2)"	"unprognostic (1.16e-1)"	"unprognostic (3.17e-1)"	"prognostic favorable (3.67e-7)"	"unprognostic (6.10e-2)"	"unprognostic (1.26e-1)"	"unprognostic (3.77e-1)"	"unprognostic (1.58e-4)"
SLC47A1	"FLJ10847, MATE1"	ENSG00000142494	"Solute carrier family 47 member 1"	Q96FL8	17	19495385-19579034	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Antiport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adrenal gland: 123.4;kidney: 96.7;liver: 100.6"	"Cell type enhanced"	"Detected in many"		"Early spermatids: 17.9;Hepatocytes: 36.9;Inhibitory neurons: 13.8;Proximal tubular cells: 38.7;Skeletal myocytes: 30.2"	"Cancer enhanced"	"Detected in many"		"renal cancer: 37.4"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	6	"eosinophil: 12.2;plasmacytoid DC: 6.6"	"Group enriched"	"Detected in many"	6	"dendritic cells: 6.6;granulocytes: 12.2"	"Low cancer specificity"	"Detected in many"			"Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Skin - Keratinocyte (other)"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA021987	Enhanced						NA	NA		18000	"Cluster 29: Non-specific - Unknown function"	"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 29: Forebrain - Mixed function"	"Cluster 18: Liver cancer - Metabolism"	"Cluster 38: Proximal tubular cells - Transmembrane transport"	1			"HPA021987: AB_1857185"	"unprognostic (1.17e-2)"	"unprognostic (1.94e-2)"	"unprognostic (1.46e-1)"	"prognostic favorable (5.54e-8)"	"unprognostic (7.87e-2)"	"unprognostic (8.34e-2)"	"unprognostic (2.92e-2)"	"prognostic favorable (1.88e-5)"	"unprognostic (4.84e-2)"	"unprognostic (6.89e-2)"	"unprognostic (6.75e-2)"	"unprognostic (1.60e-1)"	"prognostic favorable (1.06e-5)"	"unprognostic (1.77e-1)"	"unprognostic (1.48e-1)"	"unprognostic (2.91e-2)"	"unprognostic (9.40e-2)"
SLC4A11	"BTR1, CDPD1, CHED2, dJ794I6.2, FECD4, NaBC1"	ENSG00000088836	"Solute carrier family 4 member 11"	Q8NBS3	20	3227417-3239559	"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Anion exchange, Ion transport, Symport, Transport"		"Corneal dystrophy, Deafness, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 49.8;salivary gland: 52.4;thyroid gland: 59.1"	"Cell type enhanced"	"Detected in many"		"Ciliated cells: 28.7;Club cells: 28.2;Collecting duct cells: 101.1;Ionocytes: 67.0;Salivary duct cells: 39.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Liver - Vascular Endothelial cells, Lung - Respiratory ciliated cells, Skin - Eccrine sweat gland cells"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in many"			"HPA018120, HPA058377"	Uncertain		Uncertain	Nucleoplasm,Vesicles			NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 35: Respiratory epithelial cells - Unknown function"		Nucleoplasm	Vesicles	"HPA018120: AB_1857186, HPA058377: "	"unprognostic (2.33e-1)"	"prognostic favorable (9.03e-4)"	"unprognostic (1.18e-2)"	"unprognostic (3.05e-2)"	"unprognostic (1.00e-1)"	"unprognostic (6.52e-2)"	"unprognostic (9.66e-3)"	"unprognostic (3.73e-2)"	"unprognostic (3.10e-3)"	"unprognostic (1.52e-3)"	"unprognostic (2.94e-1)"	"unprognostic (2.64e-1)"	"prognostic favorable (6.21e-6)"	"unprognostic (7.37e-2)"	"unprognostic (4.30e-1)"	"unprognostic (2.33e-1)"	"unprognostic (6.89e-3)"
SLC4A4	"hhNMC, HNBC1, NBC1, NBC2, pNBC, SLC4A5"	ENSG00000080493	"Solute carrier family 4 member 4"	Q9Y6R1	4	71062667-71572087	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Ion transport, Sodium transport, Symport, Transport"		"Disease variant, Retinitis pigmentosa"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 115.3;pancreas: 252.0"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 776.9;Cholangiocytes: 141.2;Distal enterocytes: 266.3;Ductal cells: 152.5;Prostatic glandular cells: 126.3;Proximal tubular cells: 173.2"	"Group enriched"	"Detected in many"	5	"glioma: 23.9;pancreatic cancer: 22.5;prostate cancer: 47.4;renal cancer: 19.9"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Kidney cancer: 21.0;prostate cancer: 13.6"	"Adipose visceral - Mesothelial cells, Breast - Adipocytes (Breast), Kidney - Proximal tubular cells, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB022493, HPA035628, HPA035629, HPA079220"	Enhanced						NA	NA				"Cluster 15: Pancreas - Proteolysis"	"Cluster 40: Astrocytes - Astrocyte-neuron interactions"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 47: Astrocytes - Unknown function"	1			"CAB022493: , HPA035628: AB_2674708, HPA035629: AB_2674709, HPA079220: "	"unprognostic (3.92e-2)"	"unprognostic (1.63e-1)"	"prognostic favorable (7.69e-4)"	"unprognostic (5.32e-2)"	"unprognostic (1.01e-1)"	"unprognostic (5.09e-2)"	"unprognostic (4.24e-2)"	"unprognostic (7.49e-2)"	"unprognostic (1.46e-1)"	"unprognostic (9.22e-3)"	"unprognostic (1.04e-1)"	"unprognostic (1.74e-1)"	"prognostic favorable (1.18e-4)"	"unprognostic (7.00e-2)"	"unprognostic (2.92e-1)"	"unprognostic (2.05e-3)"	"unprognostic (2.04e-1)"
SLC5A12	"MGC52019, SMCT2"	ENSG00000148942	"Solute carrier family 5 member 12"	Q1EHB4	11	26667020-26723427	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Ion transport, Sodium transport, Symport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"epididymis: 46.6;intestine: 29.2;kidney: 165.6"	"Group enriched"	"Detected in some"	31	"Proximal enterocytes: 247.1;Proximal tubular cells: 149.7"	"Cancer enriched"	"Detected in single"	26	"renal cancer: 9.0"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"testis cancer: 3.0"	"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA060904	Enhanced		Supported	"Nucleoplasm,Plasma membrane"			NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 9: Non-specific - Receptor signaling"	"Cluster 56: Non-specific - Sensory perception"	"Cluster 22: Proximal enterocytes - Digestion"		"Plasma membrane"	Nucleoplasm	"HPA060904: AB_2684385"	"unprognostic (3.69e-3)"	"unprognostic (6.92e-2)"	"unprognostic (1.79e-1)"	"unprognostic (2.86e-1)"	"unprognostic (2.01e-2)"	"unprognostic (9.35e-3)"	"unprognostic (4.21e-3)"	"unprognostic (4.49e-2)"	"unprognostic (2.36e-3)"	"unprognostic (1.71e-1)"	"unprognostic (2.03e-2)"	"unprognostic (3.43e-1)"	"unprognostic (2.91e-3)"	"unprognostic (1.34e-1)"	"unprognostic (8.53e-2)"	"unprognostic (1.42e-2)"	"unprognostic (9.40e-3)"
