# Input	ChemicalName	ChemicalID	CasRN	GeneSymbol	GeneID	Organism	OrganismID	Interaction	InteractionActions	PubMedIDs
ckm	decabromobiphenyl ether	C010902	1163-19-5	CKM	1158	Rattus norvegicus	10116	decabromobiphenyl ether results in increased expression of CKM mRNA	increases^expression	23914054
ckm	decamethrin	C017180	52820-00-5	CKM	1158	Mus musculus	10090	decamethrin results in decreased expression of CKM mRNA	decreases^expression	37019170
ckm	Dexamethasone	D003907	50-02-2	CKM	1158	Mus musculus	10090	[Dexamethasone co-treated with IGF1 protein] results in decreased expression of CKM protein	affects^cotreatment|decreases^expression	22936724
ckm	Dexamethasone	D003907	50-02-2	CKM	1158	Mus musculus	10090	Dexamethasone promotes the reaction [IGF1 protein results in increased expression of CKM mRNA]	increases^expression|increases^reaction	22936724
ckm	Dexamethasone	D003907	50-02-2	CKM	1158	Mus musculus	10090	Dexamethasone results in decreased expression of CKM protein	decreases^expression	22936724|33567340
ckm	Dexamethasone	D003907	50-02-2	CKM	1158	Mus musculus	10090	Dexamethasone results in increased expression of CKM mRNA	increases^expression	22936724
ckm	Dextran Sulfate	D016264	9042-14-2	CKM	1158	Mus musculus	10090	Dextran Sulfate results in decreased expression of CKM protein	decreases^expression	35999755
ckm	Dichloroacetic Acid	D003999	79-43-6	CKM	1158	Mus musculus	10090	Dichloroacetic Acid results in decreased expression of CKM mRNA	decreases^expression	28962523
ckm	dicyclohexyl phthalate	C036042	84-61-7	CKM	1158	Xenopus tropicalis	8364	dicyclohexyl phthalate affects the expression of CKM mRNA	affects^expression	26924002
ckm	Dietary Fats	D004041		CKM	1158	Mus musculus	10090	[Cetirizine co-treated with Dietary Fats co-treated with APOE gene mutant form] results in decreased expression of CKM protein	affects^cotreatment|decreases^expression	25020133
ckm	Dietary Fats	D004041		CKM	1158	Mus musculus	10090	[fexofenadine co-treated with Dietary Fats co-treated with APOE gene mutant form] results in decreased expression of CKM protein	affects^cotreatment|decreases^expression	25020133
ckm	Diethylhexyl Phthalate	D004051	117-81-7	CKM	1158	Mus musculus	10090	Diethylhexyl Phthalate results in increased expression of CKM mRNA	increases^expression	28085963
ckm	dimethyl phthalate	C024629	131-11-3	CKM	1158	Xenopus tropicalis	8364	dimethyl phthalate affects the expression of CKM mRNA	affects^expression	26924002
ckm	Diuron	D004237	330-54-1	CKM	1158	Rattus norvegicus	10116	Diuron results in decreased expression of CKM mRNA	decreases^expression	25152437
ckm	Docetaxel	D000077143		CKM	1158	Mus musculus	10090	[Docetaxel co-treated with Doxorubicin] results in increased expression of CKM protein	affects^cotreatment|increases^expression	20457137
ckm	Doxorubicin	D004317	23214-92-8	CKM	1158	Homo sapiens	9606	Doxorubicin results in decreased expression of CKM mRNA	decreases^expression	26537877|28940058|29803840|30031762
ckm	Doxorubicin	D004317	23214-92-8	CKM	1158	Mus musculus	10090	[Docetaxel co-treated with Doxorubicin] results in increased expression of CKM protein	affects^cotreatment|increases^expression	20457137
ckm	Doxorubicin	D004317	23214-92-8	CKM	1158	Mus musculus	10090	Doxorubicin results in increased expression of CKM protein	increases^expression	16242529
ckm	Doxorubicin	D004317	23214-92-8	CKM	1158	Mus musculus	10090	tetrathiomolybdate inhibits the reaction [Doxorubicin results in increased expression of CKM protein]	decreases^reaction|increases^expression	16242529
ckm	Doxorubicin	D004317	23214-92-8	CKM	1158	Rattus norvegicus	10116	Curcumin inhibits the reaction [Doxorubicin results in increased expression of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression	29315967
ckm	Doxorubicin	D004317	23214-92-8	CKM	1158	Rattus norvegicus	10116	Doxorubicin results in decreased expression of CKM mRNA	decreases^expression	9689591
ckm	Doxorubicin	D004317	23214-92-8	CKM	1158	Rattus norvegicus	10116	Doxorubicin results in decreased expression of CKM protein	decreases^expression	15764680
ckm	Doxorubicin	D004317	23214-92-8	CKM	1158	Rattus norvegicus	10116	Doxorubicin results in increased expression of [CKM protein binds to CKB protein]	affects^binding|increases^expression	29315967|33484087
ckm	Doxorubicin	D004317	23214-92-8	CKM	1158	Rattus norvegicus	10116	Proanthocyanidins inhibits the reaction [Doxorubicin results in increased expression of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression	33484087
ckm	echimidine	C000615871		CKM	1158	Rattus norvegicus	10116	echimidine results in decreased expression of CKM mRNA	decreases^expression	34185104
ckm	Estradiol	D004958	50-28-2	CKM	1158	Mus musculus	10090	Estradiol results in decreased expression of CKM mRNA	decreases^expression	19484750
ckm	Ethanol	D000431	64-17-5	CKM	1158	Rattus norvegicus	10116	Ethanol promotes the reaction [Tramadol results in increased expression of [CKM protein binds to CKB protein]]	affects^binding|increases^expression|increases^reaction	33645892
ckm	Ethanol	D000431	64-17-5	CKM	1158	Rattus norvegicus	10116	Ethanol results in increased expression of [CKM protein binds to CKB protein]	affects^binding|increases^expression	33645892
ckm	Ethanol	D000431	64-17-5	CKM	1158	Rattus norvegicus	10116	Tramadol promotes the reaction [Ethanol results in increased expression of [CKM protein binds to CKB protein]]	affects^binding|increases^expression|increases^reaction	33645892
ckm	Ethinyl Estradiol	D004997	57-63-6	CKM	1158	Mus musculus	10090	Ethinyl Estradiol results in increased expression of CKM mRNA	increases^expression	17942748
ckm	Ethinyl Estradiol	D004997	57-63-6	CKM	1158	Mus musculus	10090	[Tetrachlorodibenzodioxin co-treated with Ethinyl Estradiol] results in increased expression of CKM mRNA	affects^cotreatment|increases^expression	17942748
ckm	Ethinyl Estradiol	D004997	57-63-6	CKM	1158	Xenopus tropicalis	8364	Ethinyl Estradiol results in increased expression of CKM mRNA	increases^expression	23129252
ckm	Etoposide	D005047	33419-42-0	CKM	1158	Homo sapiens	9606	Etoposide results in decreased expression of CKM mRNA	decreases^expression	29397400
ckm	fexofenadine	C093230		CKM	1158	Mus musculus	10090	[fexofenadine co-treated with Dietary Fats co-treated with APOE gene mutant form] results in decreased expression of CKM protein	affects^cotreatment|decreases^expression	25020133
ckm	folpet	C005020	133-07-3	CKM	1158	Mus musculus	10090	folpet results in decreased expression of CKM mRNA	decreases^expression	31558096
ckm	fullerene C60	C069837	99685-96-8	CKM	1158	Rattus norvegicus	10116	fullerene C60 affects the expression of CKM mRNA	affects^expression	19167457
ckm	furan	C039281	110-00-9	CKM	1158	Rattus norvegicus	10116	furan results in decreased expression of CKM mRNA	decreases^expression	25539665
ckm	Genistein	D019833	446-72-0	CKM	1158	Rattus norvegicus	10116	[Genistein co-treated with vinclozolin] results in increased expression of CKM mRNA	affects^cotreatment|increases^expression	23160963
ckm	Gentamicins	D005839		CKM	1158	Mus musculus	10090	Gentamicins affects the expression of CKM protein	affects^expression	18694830
ckm	ginger extract	C000713927		CKM	1158	Homo sapiens	9606	[[ginger extract results in increased abundance of Oils, Volatile] which co-treated with bisphenol A] affects the expression of CKM protein	affects^cotreatment|affects^expression|increases^abundance	33376534
ckm	ginkgolide C	C058295	15291-76-6	CKM	1158	Rattus norvegicus	10116	ginkgolide C inhibits the reaction [Paraquat results in increased expression of CKM protein]	decreases^reaction|increases^expression	35707280
ckm	graphene oxide	C000628730		CKM	1158	Homo sapiens	9606	graphene oxide results in increased expression of CKM protein	increases^expression	33219560|33219579
ckm	Graphite	D006108	7782-42-5	CKM	1158	Mus musculus	10090	Graphite results in increased expression of CKM mRNA	increases^expression	27440207
ckm	heliotrine	C010178		CKM	1158	Rattus norvegicus	10116	heliotrine results in decreased expression of CKM mRNA	decreases^expression	34185104
ckm	hydrazine	C029424	302-01-2	CKM	1158	Mus musculus	10090	hydrazine results in decreased expression of CKM mRNA	decreases^expression	15282401
ckm	Hydrogen Peroxide	D006861	7722-84-1	CKM	1158	Rattus norvegicus	10116	1,3-dimethylthiourea inhibits the reaction [Hydrogen Peroxide results in decreased expression of CKM mRNA]	decreases^expression|decreases^reaction	9689591
ckm	Hydrogen Peroxide	D006861	7722-84-1	CKM	1158	Rattus norvegicus	10116	Acetylcysteine inhibits the reaction [Hydrogen Peroxide results in decreased expression of CKM mRNA]	decreases^expression|decreases^reaction	9689591
ckm	Hydrogen Peroxide	D006861	7722-84-1	CKM	1158	Rattus norvegicus	10116	CAT protein inhibits the reaction [Hydrogen Peroxide results in decreased expression of CKM mRNA]	decreases^expression|decreases^reaction	9689591
ckm	Hydrogen Peroxide	D006861	7722-84-1	CKM	1158	Rattus norvegicus	10116	Hydrogen Peroxide results in decreased expression of CKM mRNA	decreases^expression	9689591
ckm	imetit	C077430		CKM	1158	Rattus norvegicus	10116	imetit inhibits the reaction [Isoproterenol results in increased expression of and results in increased secretion of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression|increases^secretion	25496245
ckm	incobotulinumtoxinA	C545476		CKM	1158	Homo sapiens	9606	incobotulinumtoxinA results in decreased expression of CKM mRNA	decreases^expression	29522793
ckm	Ionomycin	D015759	56092-81-0	CKM	1158	Oryctolagus cuniculus	9986	[Tetradecanoylphorbol Acetate co-treated with Ionomycin] results in decreased expression of CKM mRNA	affects^cotreatment|decreases^expression	25613284
ckm	Isoproterenol	D007545	7683-59-2	CKM	1158	Rattus norvegicus	10116	aliskiren inhibits the reaction [Isoproterenol results in increased expression of and results in increased secretion of CKM protein]	decreases^reaction|increases^expression|increases^secretion	26982530
ckm	Isoproterenol	D007545	7683-59-2	CKM	1158	Rattus norvegicus	10116	benidipine inhibits the reaction [Isoproterenol results in increased expression of and results in increased secretion of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression|increases^secretion	25269373
ckm	Isoproterenol	D007545	7683-59-2	CKM	1158	Rattus norvegicus	10116	[Carvedilol co-treated with aliskiren] inhibits the reaction [Isoproterenol results in increased expression of and results in increased secretion of CKM protein]	affects^cotreatment|decreases^reaction|increases^expression|increases^secretion	26982530
ckm	Isoproterenol	D007545	7683-59-2	CKM	1158	Rattus norvegicus	10116	Carvedilol inhibits the reaction [Isoproterenol results in increased expression of and results in increased secretion of CKM protein]	decreases^reaction|increases^expression|increases^secretion	26982530
ckm	Isoproterenol	D007545	7683-59-2	CKM	1158	Rattus norvegicus	10116	Carvedilol inhibits the reaction [Isoproterenol results in increased expression of and results in increased secretion of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression|increases^secretion	25496245
ckm	Isoproterenol	D007545	7683-59-2	CKM	1158	Rattus norvegicus	10116	imetit inhibits the reaction [Isoproterenol results in increased expression of and results in increased secretion of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression|increases^secretion	25496245
ckm	Isoproterenol	D007545	7683-59-2	CKM	1158	Rattus norvegicus	10116	Isoproterenol results in increased expression of and results in increased secretion of CKM protein	increases^expression|increases^secretion	26982530
ckm	Isoproterenol	D007545	7683-59-2	CKM	1158	Rattus norvegicus	10116	Isoproterenol results in increased expression of and results in increased secretion of [CKM protein binds to CKB protein]	affects^binding|increases^expression|increases^secretion	25269373|25496245
ckm	Isoproterenol	D007545	7683-59-2	CKM	1158	Rattus norvegicus	10116	Isoproterenol results in increased expression of [CKM protein binds to CKB protein]	affects^binding|increases^expression	22391854
ckm	Isotretinoin	D015474	4759-48-2	CKM	1158	Homo sapiens	9606	Isotretinoin results in increased expression of CKM protein	increases^expression	9747221
ckm	lead acetate	C008261	301-04-2	CKM	1158	Homo sapiens	9606	[sodium arsenite co-treated with Cadmium Chloride co-treated with chromic oxide co-treated with chromous chloride co-treated with lead acetate] results in decreased expression of CKM mRNA	affects^cotreatment|decreases^expression	12634122
ckm	lead acetate	C008261	301-04-2	CKM	1158	Mus musculus	10090	HDAC2 protein promotes the reaction [lead acetate results in decreased expression of CKM mRNA]	decreases^expression|increases^reaction	37797690
ckm	lead acetate	C008261	301-04-2	CKM	1158	Mus musculus	10090	HDAC2 protein promotes the reaction [lead acetate results in decreased expression of CKM protein]	decreases^expression|increases^reaction	37797690
ckm	lead acetate	C008261	301-04-2	CKM	1158	Mus musculus	10090	lead acetate results in decreased expression of CKM mRNA	decreases^expression	37797690
ckm	lead acetate	C008261	301-04-2	CKM	1158	Mus musculus	10090	lead acetate results in decreased expression of CKM protein	decreases^expression	37797690
ckm	lead acetate	C008261	301-04-2	CKM	1158	Rattus norvegicus	10116	lead acetate results in increased expression of CKM mRNA	increases^expression	11578147
ckm	Lipopolysaccharides	D008070		CKM	1158	Rattus norvegicus	10116	Apigenin inhibits the reaction [Lipopolysaccharides results in increased expression of CKM protein]	decreases^reaction|increases^expression	25557508
ckm	Lipopolysaccharides	D008070		CKM	1158	Rattus norvegicus	10116	Lipopolysaccharides results in increased expression of CKM protein	increases^expression	25557508
ckm	Lithium Chloride	D018021	7447-41-8	CKM	1158	Mus musculus	10090	Lithium Chloride results in increased expression of CKM mRNA	increases^expression	20694829
ckm	lumiracoxib	C473384		CKM	1158	Mus musculus	10090	lumiracoxib inhibits the reaction [Crotoxin results in increased expression of CKM protein]	decreases^reaction|increases^expression	36702313
ckm	Mitoxantrone	D008942	65271-80-9	CKM	1158	Homo sapiens	9606	Mitoxantrone results in decreased expression of CKM mRNA	decreases^expression	26537877|28940058
ckm	mono-(2-ethylhexyl)phthalate	C016599	4376-20-9	CKM	1158	Mus musculus	10090	[mono-(2-ethylhexyl)phthalate co-treated with Tretinoin] results in decreased expression of CKM mRNA	affects^cotreatment|decreases^expression	36189433
ckm	mono-(2-ethylhexyl)phthalate	C016599	4376-20-9	CKM	1158	Mus musculus	10090	mono-(2-ethylhexyl)phthalate results in decreased expression of CKM mRNA	decreases^expression	36189433
ckm	monomethyl phthalate	C517284		CKM	1158	Xenopus tropicalis	8364	monomethyl phthalate affects the expression of CKM mRNA	affects^expression	26924002
ckm	Nanotubes, Carbon	D037742		CKM	1158	Mus musculus	10090	Nanotubes, Carbon analog results in decreased expression of CKM mRNA	decreases^expression	25620056
ckm	Nanotubes, Carbon	D037742		CKM	1158	Mus musculus	10090	Nanotubes, Carbon results in increased expression of CKM mRNA	increases^expression	25620056
ckm	Nickel	D009532	7440-02-0	CKM	1158	Mus musculus	10090	Nickel analog results in increased expression of CKM protein	increases^expression	25144474
ckm	Nitroarginine	D019335	2149-70-4	CKM	1158	Rattus norvegicus	10116	Nitroarginine inhibits the reaction [Simvastatin inhibits the reaction [Cyclophosphamide results in increased expression of CKM protein]]	decreases^reaction|increases^expression	35762198
ckm	N-nitroso-tris-chloroethylurea	C572573		CKM	1158	Mus musculus	10090	[N-nitroso-tris-chloroethylurea co-treated with Pioglitazone] results in decreased expression of CKM mRNA	affects^cotreatment|decreases^expression	27935865
ckm	Oils, Volatile	D009822		CKM	1158	Homo sapiens	9606	[[ginger extract results in increased abundance of Oils, Volatile] which co-treated with bisphenol A] affects the expression of CKM protein	affects^cotreatment|affects^expression|increases^abundance	33376534
ckm	Oxygen	D010100	7782-44-7	CKM	1158	Homo sapiens	9606	Oxygen deficiency results in increased expression of CKM protein	increases^expression	22363556
ckm	Oxygen	D010100	7782-44-7	CKM	1158	Homo sapiens	9606	Oxygen inhibits the reaction [Oxygen deficiency results in increased expression of CKM protein]	decreases^reaction|increases^expression	22363556
ckm	Oxygen	D010100	7782-44-7	CKM	1158	Mus musculus	10090	[NFE2L2 protein affects the susceptibility to Oxygen] which affects the expression of CKM mRNA	affects^expression|affects^response to substance	30529165
ckm	Ozone	D010126	10028-15-6	CKM	1158	Mus musculus	10090	Ozone results in decreased expression of CKM mRNA	decreases^expression	12763052
ckm	Paraquat	D010269	4685-14-7	CKM	1158	Rattus norvegicus	10116	ginkgolide C inhibits the reaction [Paraquat results in increased expression of CKM protein]	decreases^reaction|increases^expression	35707280
ckm	Paraquat	D010269	4685-14-7	CKM	1158	Rattus norvegicus	10116	Paraquat results in increased expression of CKM protein	increases^expression	35707280
ckm	Particulate Matter	D052638		CKM	1158	Mus musculus	10090	[Air Pollutants results in increased abundance of Particulate Matter] which results in increased expression of CKM mRNA	increases^abundance|increases^expression	32780721
ckm	Particulate Matter	D052638		CKM	1158	Mus musculus	10090	Particulate Matter results in increased expression of CKM protein	increases^expression	25144474
ckm	Particulate Matter	D052638		CKM	1158	Rattus norvegicus	10116	[Air Pollutants results in increased abundance of Particulate Matter] which results in increased expression of CKM mRNA	increases^abundance|increases^expression	28106813
ckm	perfluorooctane sulfonic acid	C076994	1763-23-1	CKM	1158	Rattus norvegicus	10116	perfluorooctane sulfonic acid results in increased expression of CKM mRNA	increases^expression	22237054
ckm	Petroleum	D010578		CKM	1158	Fundulus grandis	34779	Petroleum affects the expression of CKM mRNA	affects^expression	25208076
ckm	Phenobarbital	D010634	50-06-6	CKM	1158	Mus musculus	10090	Phenobarbital affects the expression of CKM mRNA	affects^expression	23091169
ckm	Phenytoin	D010672	57-41-0	CKM	1158	Homo sapiens	9606	Phenytoin results in increased expression of CKM protein	increases^expression	6682525
ckm	Pioglitazone	D000077205	111025-46-8	CKM	1158	Mus musculus	10090	[N-nitroso-tris-chloroethylurea co-treated with Pioglitazone] results in decreased expression of CKM mRNA	affects^cotreatment|decreases^expression	27935865
ckm	Plant Extracts	D010936		CKM	1158	Mus musculus	10090	Plant Extracts affects the expression of [CKM protein binds to CKB protein]	affects^binding|affects^expression	21378374
ckm	Proanthocyanidins	D044945		CKM	1158	Rattus norvegicus	10116	Proanthocyanidins inhibits the reaction [Doxorubicin results in increased expression of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression	33484087
ckm	Proanthocyanidins	D044945		CKM	1158	Rattus norvegicus	10116	Proanthocyanidins results in decreased expression of [CKM protein binds to CKB protein]	affects^binding|decreases^expression	33484087
ckm	Progesterone	D011374	57-83-0	CKM	1158	Ovis aries	9940	Progesterone results in decreased expression of CKM mRNA	decreases^expression	19690047
ckm	Progesterone	D011374	57-83-0	CKM	1158	Rattus norvegicus	10116	Progesterone results in increased expression of CKM mRNA	increases^expression	20726854
ckm	schizandrin B	C015499		CKM	1158	Rattus norvegicus	10116	schizandrin B inhibits the reaction [Carbon Tetrachloride results in increased expression of CKM mRNA]	decreases^reaction|increases^expression	31150632
ckm	Silicon Dioxide	D012822	7631-86-9	CKM	1158	Homo sapiens	9606	Silicon Dioxide analog results in increased expression of CKM mRNA	increases^expression	23806026
ckm	Simvastatin	D019821	79902-63-9	CKM	1158	Homo sapiens	9606	[Clarithromycin co-treated with Simvastatin] results in increased expression of CKM protein	affects^cotreatment|increases^expression	19252767
ckm	Simvastatin	D019821	79902-63-9	CKM	1158	Rattus norvegicus	10116	Nitroarginine inhibits the reaction [Simvastatin inhibits the reaction [Cyclophosphamide results in increased expression of CKM protein]]	decreases^reaction|increases^expression	35762198
ckm	Simvastatin	D019821	79902-63-9	CKM	1158	Rattus norvegicus	10116	Simvastatin inhibits the reaction [Cyclophosphamide results in increased expression of CKM protein]	decreases^reaction|increases^expression	35762198
ckm	Simvastatin	D019821	79902-63-9	CKM	1158	Rattus norvegicus	10116	Simvastatin results in decreased expression of CKM protein	decreases^expression	8611662
ckm	sodium arsenate	C009277		CKM	1158	Mus musculus	10090	sodium arsenate results in decreased expression of CKM mRNA	decreases^expression	21795629
ckm	sodium arsenite	C017947	13768-07-5	CKM	1158	Fundulus heteroclitus	8078	sodium arsenite results in increased expression of CKM mRNA	increases^expression	16356559
ckm	sodium arsenite	C017947	13768-07-5	CKM	1158	Homo sapiens	9606	[sodium arsenite co-treated with Cadmium Chloride co-treated with chromic oxide co-treated with chromous chloride co-treated with lead acetate] results in decreased expression of CKM mRNA	affects^cotreatment|decreases^expression	12634122
ckm	sodium arsenite	C017947	13768-07-5	CKM	1158	Mus musculus	10090	sodium arsenite affects the expression of CKM mRNA	affects^expression	17450228
ckm	sodium arsenite	C017947	13768-07-5	CKM	1158	Rattus norvegicus	10116	sodium arsenite results in decreased expression of CKM protein	decreases^expression	29459688
ckm	sodium bichromate	C016104	10588-01-9	CKM	1158	Mus musculus	10090	sodium bichromate results in decreased expression of CKM mRNA	decreases^expression	31558096
ckm	Sodium Fluoride	D012969	7681-49-4	CKM	1158	Mus musculus	10090	Sodium Fluoride affects the expression of CKM mRNA	affects^expression	28918527
ckm	Sodium Fluoride	D012969	7681-49-4	CKM	1158	Rattus norvegicus	10116	Sodium Fluoride results in decreased expression of CKM protein	decreases^expression	29653260
ckm	Soot	D053260		CKM	1158	Mus musculus	10090	Soot results in increased expression of CKM mRNA	increases^expression	26551751
ckm	Spermine	D013096	71-44-3	CKM	1158	Mus musculus	10090	Spermine results in increased expression of CKM mRNA	increases^expression	18673383
ckm	systhane	C446685		CKM	1158	Rattus norvegicus	10116	systhane results in increased expression of CKM mRNA	increases^expression	32268158
ckm	Tetrachlorodibenzodioxin	D013749	1746-01-6	CKM	1158	Mus musculus	10090	[Tetrachlorodibenzodioxin co-treated with Ethinyl Estradiol] results in increased expression of CKM mRNA	affects^cotreatment|increases^expression	17942748
ckm	Tetrachlorodibenzodioxin	D013749	1746-01-6	CKM	1158	Rattus norvegicus	10116	Tetrachlorodibenzodioxin results in decreased expression of CKM mRNA	decreases^expression	32109520
ckm	Tetradecanoylphorbol Acetate	D013755	16561-29-8	CKM	1158	Oryctolagus cuniculus	9986	[Tetradecanoylphorbol Acetate co-treated with Ionomycin] results in decreased expression of CKM mRNA	affects^cotreatment|decreases^expression	25613284
ckm	tetrathiomolybdate	C020809	16330-92-0	CKM	1158	Mus musculus	10090	tetrathiomolybdate inhibits the reaction [Doxorubicin results in increased expression of CKM protein]	decreases^reaction|increases^expression	16242529
ckm	Thioacetamide	D013853	62-55-5	CKM	1158	Cavia porcellus	10141	Thioacetamide results in decreased expression of CKM mRNA	decreases^expression	34492290
ckm	titanium dioxide	C009495	13463-67-7	CKM	1158	Mus musculus	10090	titanium dioxide results in decreased expression of CKM mRNA	decreases^expression	23557971
ckm	Tobacco Smoke Pollution	D014028		CKM	1158	Homo sapiens	9606	Tobacco Smoke Pollution affects the expression of CKM protein	affects^expression	30291989
ckm	Tobacco Smoke Pollution	D014028		CKM	1158	Homo sapiens	9606	Tobacco Smoke Pollution results in increased expression of CKM mRNA	increases^expression	33660061
ckm	Toxins, Biological	D014118		CKM	1158	Mus musculus	10090	Toxins, Biological affects the expression of CKM mRNA	affects^expression	19682533
ckm	Tramadol	D014147	27203-92-5	CKM	1158	Rattus norvegicus	10116	Ethanol promotes the reaction [Tramadol results in increased expression of [CKM protein binds to CKB protein]]	affects^binding|increases^expression|increases^reaction	33645892
ckm	Tramadol	D014147	27203-92-5	CKM	1158	Rattus norvegicus	10116	Tramadol promotes the reaction [Ethanol results in increased expression of [CKM protein binds to CKB protein]]	affects^binding|increases^expression|increases^reaction	33645892
ckm	Tramadol	D014147	27203-92-5	CKM	1158	Rattus norvegicus	10116	Tramadol results in increased expression of [CKM protein binds to CKB protein]	affects^binding|increases^expression	33645892
ckm	Tretinoin	D014212	302-79-4	CKM	1158	Mus musculus	10090	[mono-(2-ethylhexyl)phthalate co-treated with Tretinoin] results in decreased expression of CKM mRNA	affects^cotreatment|decreases^expression	36189433
ckm	Trichloroethylene	D014241	79-01-6	CKM	1158	Rattus norvegicus	10116	Trichloroethylene results in decreased expression of CKM mRNA	decreases^expression	33387578
ckm	Triclosan	D014260	3380-34-5	CKM	1158	Homo sapiens	9606	Triclosan results in decreased expression of CKM mRNA	decreases^expression	30510588
ckm	triptonide	C084079	38647-11-9	CKM	1158	Mus musculus	10090	triptonide results in increased expression of CKM mRNA	increases^expression	33045310
ckm	Tunicamycin	D014415	11089-65-9	CKM	1158	Mus musculus	10090	Tunicamycin results in increased expression of CKM mRNA	increases^expression	17127020
ckm	Valproic Acid	D014635	99-66-1	CKM	1158	Rattus norvegicus	10116	Valproic Acid results in increased expression of CKM mRNA	increases^expression	35594946
ckm	vinclozolin	C025643	50471-44-8	CKM	1158	Rattus norvegicus	10116	[Genistein co-treated with vinclozolin] results in increased expression of CKM mRNA	affects^cotreatment|increases^expression	23160963
ckm	vinclozolin	C025643	50471-44-8	CKM	1158	Rattus norvegicus	10116	vinclozolin results in increased expression of CKM mRNA	increases^expression	23160963
ckm	Water Pollutants, Chemical	D014874		CKM	1158	Fundulus grandis	34779	Water Pollutants, Chemical affects the expression of CKM mRNA	affects^expression	25208076
ckm	Xanthine	D019820	69-89-6	CKM	1158	Rattus norvegicus	10116	[Xanthine co-treated with XDH protein] results in decreased expression of CKM protein	affects^cotreatment|decreases^expression	19464573
ckm	Zinc	D015032	7440-66-6	CKM	1158	Rattus norvegicus	10116	Zinc deficiency results in decreased expression of CKM mRNA	decreases^expression	19111725
ckmt1a	1-Butanol	D020001	71-36-3	CKMT1A	548596	Homo sapiens	9606	[[Gasoline co-treated with 1-Butanol] results in increased abundance of [Particulate Matter co-treated with Polycyclic Aromatic Hydrocarbons]] which results in increased expression of CKMT1A mRNA	affects^cotreatment|increases^abundance|increases^expression	29432896
ckmt1a	1-Methyl-3-isobutylxanthine	D015056	28822-58-4	CKMT1A	548596	Homo sapiens	9606	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin] results in increased expression of CKMT1A mRNA	affects^cotreatment|increases^expression	28628672
ckmt1a	3,19-(2-bromobenzylidene)andrographolide	C000598422		CKMT1A	548596	Homo sapiens	9606	[3,19-(2-bromobenzylidene)andrographolide results in decreased susceptibility to 3,19-(2-bromobenzylidene)andrographolide] which results in decreased expression of CKMT1A mRNA	decreases^expression|decreases^response to substance	34087331
ckmt1a	abrine	C496492		CKMT1A	548596	Homo sapiens	9606	abrine results in decreased expression of CKMT1A mRNA	decreases^expression	31054353
ckmt1a	Aldehydes	D000447		CKMT1A	548596	Homo sapiens	9606	Aldehydes results in increased expression of CKMT1A mRNA	increases^expression	25014914
ckmt1a	Benzo(a)pyrene	D001564	50-32-8	CKMT1A	548596	Homo sapiens	9606	Benzo(a)pyrene results in decreased expression of CKMT1A protein	decreases^expression	32717239
ckmt1a	butyraldehyde	C018475	123-72-8	CKMT1A	548596	Homo sapiens	9606	butyraldehyde results in increased expression of CKMT1A mRNA	increases^expression	26079696
ckmt1a	Cadmium Chloride	D019256	10108-64-2	CKMT1A	548596	Homo sapiens	9606	Cadmium Chloride results in increased expression of CKMT1A mRNA	increases^expression	26472689
ckmt1a	Colforsin	D005576	138605-00-2	CKMT1A	548596	Homo sapiens	9606	[Colforsin co-treated with Diethylhexyl Phthalate] affects the expression of CKMT1A mRNA	affects^cotreatment|affects^expression	35892601
ckmt1a	deoxynivalenol	C007262	51481-10-8	CKMT1A	548596	Sus scrofa	9823	deoxynivalenol results in decreased expression of CKMT1A mRNA	decreases^expression	35307453
ckmt1a	Dexamethasone	D003907	50-02-2	CKMT1A	548596	Homo sapiens	9606	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin] results in increased expression of CKMT1A mRNA	affects^cotreatment|increases^expression	28628672
ckmt1a	Dibutyl Phthalate	D003993	84-74-2	CKMT1A	548596	Homo sapiens	9606	Dibutyl Phthalate results in increased expression of CKMT1A mRNA	increases^expression	28973377
ckmt1a	Diethylhexyl Phthalate	D004051	117-81-7	CKMT1A	548596	Homo sapiens	9606	[Colforsin co-treated with Diethylhexyl Phthalate] affects the expression of CKMT1A mRNA	affects^cotreatment|affects^expression	35892601
ckmt1a	Diethylhexyl Phthalate	D004051	117-81-7	CKMT1A	548596	Homo sapiens	9606	Diethylhexyl Phthalate results in decreased expression of CKMT1A mRNA	decreases^expression	35892601
ckmt1a	Ethanol	D000431	64-17-5	CKMT1A	548596	Homo sapiens	9606	[[Gasoline co-treated with Ethanol] results in increased abundance of [Particulate Matter co-treated with Polycyclic Aromatic Hydrocarbons]] which results in increased expression of CKMT1A mRNA	affects^cotreatment|increases^abundance|increases^expression	29432896
